dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes,0,173,GrowingSpheres,True,0.0004938750062137842,1.0,1.0,4.4190817238796924,-9.60834332624919
nhanes,0,176,DiCE,True,0.003133083984721452,1.0,1.0,8.050407409667969,-9.729536951359602
nhanes,0,176,FACE,True,0.04515875002834946,1.0,1.0,5.758479595184326,-7.495145915092995
nhanes,0,176,GrowingSpheres,True,0.0009890830260701478,1.0,1.0,9.555564605578272,-9.028223479779552
nhanes,0,180,DiCE,True,0.0013346660416573286,1.0,1.0,3.819817304611206,-9.262443002901895
nhanes,0,180,FACE,True,0.046638208033982664,1.0,1.0,5.286808013916016,-7.497664014096733
nhanes,0,180,GrowingSpheres,True,0.0005534159718081355,1.0,1.0,2.597933566262201,-8.781599983557953
nhanes,0,183,DiCE,True,0.0016468330286443233,1.0,1.0,4.532675743103027,-15.327269931269496
nhanes,0,183,FACE,True,0.04956691700499505,1.0,1.0,8.649208068847656,-8.564462663968841
nhanes,0,183,GrowingSpheres,True,0.0007770409574732184,1.0,1.0,4.161928533292098,-13.68403821095889
nhanes,0,184,DiCE,True,0.0037905420176684856,1.0,1.0,7.925242900848389,-8.557535282314058
nhanes,0,184,FACE,True,0.04862220800714567,1.0,1.0,3.7142372131347656,-8.215727489254062
nhanes,0,184,GrowingSpheres,True,0.0011630000080913305,1.0,1.0,7.955491339654415,-8.360155263329476
nhanes,0,185,DiCE,True,0.0019760000286623836,1.0,1.0,5.024410247802734,-7.922278443189029
nhanes,0,185,FACE,True,0.04871325002750382,1.0,1.0,4.096827983856201,-8.137978821648812
nhanes,0,185,GrowingSpheres,True,0.0007761250017210841,1.0,1.0,5.491086862099712,-8.365028966782582
nhanes,0,190,DiCE,True,0.0023683749604970217,1.0,1.0,5.92491340637207,-9.791513761872006
nhanes,0,190,FACE,True,0.04719358397414908,0.0,0.0,4.715389728546143,-9.011732639315273
nhanes,0,190,GrowingSpheres,True,0.0009793750359676778,1.0,1.0,7.405573384923839,-11.17782554813515
nhanes,0,192,DiCE,True,0.002090665977448225,1.0,1.0,5.019831657409668,-8.978041831936045
nhanes,0,192,FACE,True,0.045466208015568554,1.0,1.0,3.836127519607544,-8.377140071748604
nhanes,0,192,GrowingSpheres,True,0.0006730420282110572,1.0,1.0,4.591303996577044,-8.577217665448506
nhanes,0,193,DiCE,False,0.01475416700122878,,,,
nhanes,0,193,FACE,True,0.045412665989715606,0.0,0.0,12.210684776306152,-7.273167542739248
nhanes,0,193,GrowingSpheres,False,0.0012435420067049563,,,,
